URL,Name,Star,Number,AREA
https://www.google.com/maps/place/Vernon%27s+Beach+Shack/data=!4m7!3m6!1s0x3bbe4c85c7c07643:0xa6c8b038032e34ba!8m2!3d15.1593325!4d73.9448343!16s%2Fg%2F11cnbwds0h!19sChIJQ3bAx4VMvjsRujQuAziwyKY?authuser=0&hl=en&rclk=1,Vernon's Beach Shack,4.3,14,
https://www.google.com/maps/place/Betty%27s+Kitchen/data=!4m7!3m6!1s0x3bbe4ca2d4e0aff1:0x781f4d498eac7a47!8m2!3d15.1756564!4d73.947626!16s%2Fg%2F11hcyvm1ll!19sChIJ8a_g1KJMvjsRR3qsjklNH3g?authuser=0&hl=en&rclk=1,Betty's Kitchen,4.3,6,
https://www.google.com/maps/place/C%E2%80%99est+L%E2%80%99avi+-+Table+in+the+Hills/data=!4m7!3m6!1s0x3bbe4d16bf728ba3:0x444fbb80c97b63b1!8m2!3d15.1505616!4d73.9813711!16s%2Fg%2F11v0mqzgyl!19sChIJo4tyvxZNvjsRsWN7yYC7T0Q?authuser=0&hl=en&rclk=1,C’est L’avi - Table in the Hills,5.0,3,
https://www.google.com/maps/place/Coconut+Water+Point/data=!4m7!3m6!1s0x3bbe4d0fb0beb657:0x1c462869b732b7d0!8m2!3d15.1764236!4d73.972571!16s%2Fg%2F11r6bms__x!19sChIJV7a-sA9NvjsR0Lcyt2koRhw?authuser=0&hl=en&rclk=1,Coconut Water Point,4.0,1,
https://www.google.com/maps/place/Bharat+Cafe/data=!4m7!3m6!1s0x3bbfb325d7be3a95:0x92292d7a2306922c!8m2!3d15.2113668!4d73.9770435!16s%2Fg%2F11c0t9x81n!19sChIJlTq-1yWzvzsRLJIGI3otKZI?authuser=0&hl=en&rclk=1,Bharat Cafe,4.4,9,
https://www.google.com/maps/place/Darbar+Hotel/data=!4m7!3m6!1s0x3bbe4d3dae34e157:0x8f638af55383eb01!8m2!3d15.1790032!4d73.9983501!16s%2Fg%2F11g8w2dnk8!19sChIJV-E0rj1NvjsRAeuDU_WKY48?authuser=0&hl=en&rclk=1,Darbar Hotel,3.6,19,
https://www.google.com/maps/place/Anand+Sea+Food+bar+%26+restaurant+anjuna/data=!4m7!3m6!1s0x3bbfe98187d3dba5:0xc0e5955b9098b0db!8m2!3d15.595796!4d73.760798!16s%2Fg%2F12qh9bf9v!19sChIJpdvTh4HpvzsR27CYkFuV5cA?authuser=0&hl=en&rclk=1,Anand Sea Food bar & restaurant anjuna,4.2,8532,
https://www.google.com/maps/place/Mama+Mia/data=!4m7!3m6!1s0x3bbe4c9f4b36a615:0x6c7d146e971aa9c4!8m2!3d15.1719587!4d73.9417893!16s%2Fg%2F11f3dp7hdg!19sChIJFaY2S59MvjsRxKkal24UfWw?authuser=0&hl=en&rclk=1,Mama Mia,4.8,8,
https://www.google.com/maps/place/St.+Xavier+Food+Cart/data=!4m7!3m6!1s0x3bbe4d9ab46f1a53:0xb60821fd923febe6!8m2!3d15.1646125!4d73.9683594!16s%2Fg%2F11sd73hvzn!19sChIJUxpvtJpNvjsR5us_kv0hCLY?authuser=0&hl=en&rclk=1,St. Xavier Food Cart,5.0,2,
https://www.google.com/maps/place/Vinayak+Family+Restaurant/data=!4m7!3m6!1s0x3bbfebb60afe758b:0x9415a104acf05113!8m2!3d15.5973815!4d73.7727045!16s%2Fg%2F11b6f11g3r!19sChIJi3X-CrbrvzsRE1HwrAShFZQ?authuser=0&hl=en&rclk=1,Vinayak Family Restaurant,4.3,8028,
https://www.google.com/maps/place/Samiksha+Restaurant+with+Bar/data=!4m7!3m6!1s0x3bbe4d3a615ec23d:0x6cdcc806e953e05e!8m2!3d15.1869333!4d73.9979876!16s%2Fg%2F11bwfgn9z6!19sChIJPcJeYTpNvjsRXuBT6QbI3Gw?authuser=0&hl=en&rclk=1,Samiksha Restaurant with Bar,3.2,103,
https://www.google.com/maps/place/Saajan+Bar+%26+Restaurant/data=!4m7!3m6!1s0x3bbe4ca2bd7232ab:0x53198bb60dfe3752!8m2!3d15.1735014!4d73.946436!16s%2Fg%2F1s04w5_01!19sChIJqzJyvaJMvjsRUjf-DbaLGVM?authuser=0&hl=en&rclk=1,Saajan Bar & Restaurant,4.5,26,
https://www.google.com/maps/place/River+View+Restaurant+%26+Bar/data=!4m7!3m6!1s0x3bbe4c9868f7bce1:0xf65a7e47882ddf5c!8m2!3d15.1716375!4d73.945489!16s%2Fg%2F11c2l0fsxs!19sChIJ4bz3aJhMvjsRXN8tiEd-WvY?authuser=0&hl=en&rclk=1,River View Restaurant & Bar,4.2,32,
https://www.google.com/maps/place/The+Goan+Fest/data=!4m7!3m6!1s0x3bbe4d808318babb:0x8ff52306b26a9594!8m2!3d15.1838278!4d73.9495573!16s%2Fg%2F11fsmy4wd1!19sChIJu7oYg4BNvjsRlJVqsgYj9Y8?authuser=0&hl=en&rclk=1,The Goan Fest,4.5,150,
https://www.google.com/maps/place/Q-BA+Beach+shack/data=!4m7!3m6!1s0x3bbe4ca2c22490cb:0x2a8b183e282efff2!8m2!3d15.1740571!4d73.9412509!16s%2Fg%2F11c5sr7r_r!19sChIJy5AkwqJMvjsR8v8uKD4Yiyo?authuser=0&hl=en&rclk=1,Q-BA Beach shack,4.4,58,
https://www.google.com/maps/place/Molu+Bar/data=!4m7!3m6!1s0x3bbe4d10c32d5ced:0xeaea2beaaf6cdccc!8m2!3d15.1697185!4d73.9969553!16s%2Fg%2F11bzypsk_y!19sChIJ7VwtwxBNvjsRzNxsr-or6uo?authuser=0&hl=en&rclk=1,Molu Bar,3.7,36,
https://www.google.com/maps/place/Cafe+Mardi+Gras/data=!4m7!3m6!1s0x3bbe4ca353da735f:0xd90ebcea9e0e243d!8m2!3d15.17818!4d73.9474!16s%2Fg%2F11byxfk1fd!19sChIJX3PaU6NMvjsRPSQOnuq8Dtk?authuser=0&hl=en&rclk=1,Cafe Mardi Gras,5.0,1,
https://www.google.com/maps/place/Lucky+Star+Restaurant/data=!4m7!3m6!1s0x3bbe4d3daeedf375:0xf511abd706f59b6c!8m2!3d15.1790301!4d73.9982061!16s%2Fg%2F11c74fsdft!19sChIJdfPtrj1NvjsRbJv1BterEfU?authuser=0&hl=en&rclk=1,Lucky Star Restaurant,3.0,2,
https://www.google.com/maps/place/Huniso+Resto+Bar/data=!4m7!3m6!1s0x3bbe4ca4ae23fbc7:0x71b05f0ab3c2d686!8m2!3d15.1793407!4d73.947258!16s%2Fg%2F1yglpxz9b!19sChIJx_sjrqRMvjsRhtbCswpfsHE?authuser=0&hl=en&rclk=1,Huniso Resto Bar,3.9,7,
https://www.google.com/maps/place/Antares+Restaurant+%26+Beach+Club/data=!4m7!3m6!1s0x3bbfe970cc893c89:0x6cfd69111399e5e8!8m2!3d15.5949959!4d73.7347915!16s%2Fg%2F11bwp1n8s6!19sChIJiTyJzHDpvzsR6OWZExFp_Ww?authuser=0&hl=en&rclk=1,Antares Restaurant & Beach Club,4.2,5625,
https://www.google.com/maps/place/Terry%27s+Restaurant+Betim/data=!4m7!3m6!1s0x3bbfc062158914b1:0x573c8452728e515c!8m2!3d15.5060807!4d73.8255785!16s%2Fg%2F1hdzmn68_!19sChIJsRSJFWLAvzsRXFGOclKEPFc?authuser=0&hl=en&rclk=1,Terry's Restaurant Betim,4.1,523,
https://www.google.com/maps/place/Viva+Goa+Garden+restaurant+and+pub/data=!4m7!3m6!1s0x3bbfc1a900455627:0xfacabc58891856a7!8m2!3d15.5153561!4d73.8191684!16s%2Fg%2F11tfv_9gn9!19sChIJJ1ZFAKnBvzsRp1YYiVi8yvo?authuser=0&hl=en&rclk=1,Viva Goa Garden restaurant and pub,4.3,143,
https://www.google.com/maps/place/Viva+Panjim/data=!4m7!3m6!1s0x3bbfc0859d9b0959:0x3f3da3adedbc0e99!8m2!3d15.4964927!4d73.831189!16s%2Fg%2F1tmpccwl!19sChIJWQmbnYXAvzsRmQ687a2jPT8?authuser=0&hl=en&rclk=1,Viva Panjim,4.3,4389,
https://www.google.com/maps/place/Petisco-+Kitchen+%26+Bar/data=!4m7!3m6!1s0x3bbfc122a95e4073:0x1a63714d5450d157!8m2!3d15.4995841!4d73.8287432!16s%2Fg%2F11hf8d71n9!19sChIJc0BeqSLBvzsRV9FQVE1xYxo?authuser=0&hl=en&rclk=1,Petisco- Kitchen & Bar,4.6,864,
https://www.google.com/maps/place/Cafe+Bappa/data=!4m7!3m6!1s0x3bbfc06163d36ff3:0xb10c6ef7b402f496!8m2!3d15.508374!4d73.82407!16s%2Fg%2F11clsfy21l!19sChIJ82_TY2HAvzsRlvQCtPduDLE?authuser=0&hl=en&rclk=1,Cafe Bappa,4.2,838,
https://www.google.com/maps/place/Seashell+Spice/data=!4m7!3m6!1s0x3bbfc10009093823:0x81bb74be523aed7c!8m2!3d15.5116297!4d73.8178291!16s%2Fg%2F11wwvftrlk!19sChIJIzgJCQDBvzsRfO06Ur50u4E?authuser=0&hl=en&rclk=1,Seashell Spice,4.8,59,
https://www.google.com/maps/place/Antique+Mardol+Ponje/data=!4m7!3m6!1s0x3bbfc12f7746c3b9:0x11909eda532bfc3d!8m2!3d15.4966424!4d73.8354173!16s%2Fg%2F11q4c76s0c!19sChIJucNGdy_BvzsRPfwrU9qekBE?authuser=0&hl=en&rclk=1,Antique Mardol Ponje,4.1,827,
https://www.google.com/maps/place/Hospedaria+Venite+Restaurant+%26+Bar/data=!4m7!3m6!1s0x3bbfc08672b1ee27:0x3ac694a68505f5c7!8m2!3d15.4995621!4d73.8316125!16s%2Fg%2F1td1sx3l!19sChIJJ-6xcobAvzsRx_UFhaaUxjo?authuser=0&hl=en&rclk=1,Hospedaria Venite Restaurant & Bar,4.4,1144,
https://www.google.com/maps/place/Cafe+Ritz+Restaurant+%26+Bar/data=!4m7!3m6!1s0x3bbfc1908cdedae5:0x939b22a8d0fb3ad4!8m2!3d15.5000833!4d73.827824!16s%2Fg%2F11c1389gqd!19sChIJ5drejJDBvzsR1Dr70Kgim5M?authuser=0&hl=en&rclk=1,Cafe Ritz Restaurant & Bar,4.3,1668,
https://www.google.com/maps/place/Colors+Restaurant+%26+Bar./data=!4m7!3m6!1s0x3bbfc1d424844e1d:0x36aa179301a50e51!8m2!3d15.5434866!4d73.7895643!16s%2Fg%2F11b6dq80yl!19sChIJHU6EJNTBvzsRUQ6lAZMXqjY?authuser=0&hl=en&rclk=1,Colors Restaurant & Bar.,4.2,1261,
https://www.google.com/maps/place/Mum%27s+Kitchen/data=!4m7!3m6!1s0x3bbfc0ec02fca9d3:0x4b20a0c64329fdf4!8m2!3d15.4871348!4d73.8128064!16s%2Fg%2F1tdl94tk!19sChIJ06n8AuzAvzsR9P0pQ8agIEs?authuser=0&hl=en&rclk=1,Mum's Kitchen,4.4,3696,
https://www.google.com/maps/place/Sher-E-Punjab+Goa/data=!4m7!3m6!1s0x3bbfc08ec443d519:0xf2c555a417d5abbe!8m2!3d15.497947!4d73.826108!16s%2Fg%2F11bwf82_f3!19sChIJGdVDxI7AvzsRvqvVF6RVxfI?authuser=0&hl=en&rclk=1,Sher-E-Punjab Goa,4.2,5770,
https://www.google.com/maps/place/The+Black+Sheep+Bistro/data=!4m7!3m6!1s0x3bbfc08e89f554f7:0xd3b953aaf89bd71!8m2!3d15.4887729!4d73.8117277!16s%2Fg%2F1pxwr82cl!19sChIJ91T1iY7AvzsRcb2JrzqVOw0?authuser=0&hl=en&rclk=1,The Black Sheep Bistro,4.6,8943,
https://www.google.com/maps/place/Evergreen+Restaurant+1975/data=!4m7!3m6!1s0x3bbfc1565997a8d7:0x12557f5f0c414ebf!8m2!3d15.4969757!4d73.8275606!16s%2Fg%2F11q3_pmvhd!19sChIJ16iXWVbBvzsRv05BDF9_VRI?authuser=0&hl=en&rclk=1,Evergreen Restaurant 1975,4.8,1531,
https://www.google.com/maps/place/Aangan+Restaurant/data=!4m7!3m6!1s0x3bbfc1f4c92bd443:0xf867e67227058521!8m2!3d15.4875901!4d73.8315886!16s%2Fg%2F11tslp1p3w!19sChIJQ9QryfTBvzsRIYUFJ3LmZ_g?authuser=0&hl=en&rclk=1,Aangan Restaurant,4.6,1626,
https://www.google.com/maps/place/Swaad+family+bar+and+restaurant/data=!4m7!3m6!1s0x3bbfc138d8972623:0x5620417b178bee95!8m2!3d15.4968382!4d73.8255438!16s%2Fg%2F11rvhvc99d!19sChIJIyaX2DjBvzsRle6LF3tBIFY?authuser=0&hl=en&rclk=1,Swaad family bar and restaurant,4.6,473,
https://www.google.com/maps/place/Suraj+Bar+%26+Restaurant/data=!4m7!3m6!1s0x3bbfc06224507adf:0x5a6317e6a0d60047!8m2!3d15.5065519!4d73.8246494!16s%2Fg%2F11c765pvdl!19sChIJ33pQJGLAvzsRRwDWoOYXY1o?authuser=0&hl=en&rclk=1,Suraj Bar & Restaurant,3.8,34,
https://www.google.com/maps/place/Kutumbh+Multicuisine+Restaurant+%26+Bar/data=!4m7!3m6!1s0x3bbfc1e8fe8e7c45:0x31becbe4e740ccfd!8m2!3d15.496558!4d73.8267776!16s%2Fg%2F11k6th8690!19sChIJRXyO_ujBvzsR_cxA5-TLvjE?authuser=0&hl=en&rclk=1,Kutumbh Multicuisine Restaurant & Bar,4.3,700,
https://www.google.com/maps/place/Antonio@31/data=!4m7!3m6!1s0x3bbfc13376978571:0xf29136c65bcb6f4d!8m2!3d15.4984898!4d73.8315368!16s%2Fg%2F11ll6cl0d7!19sChIJcYWXdjPBvzsRTW_LW8Y2kfI?authuser=0&hl=en&rclk=1,Antonio@31,4.4,963,
https://www.google.com/maps/place/Casa+Bhonsle+Restaurant+and+Bar/data=!4m7!3m6!1s0x3bbfc088d9d7fc0d:0xd17bb15a7593c335!8m2!3d15.4995786!4d73.8274605!16s%2Fg%2F11bwqbmyjl!19sChIJDfzX2YjAvzsRNcOTdVqxe9E?authuser=0&hl=en&rclk=1,Casa Bhonsle Restaurant and Bar,4.2,2127,
https://www.google.com/maps/place/Godinho+Bar+and+Restaurant/data=!4m7!3m6!1s0x3bbfc089285f43b9:0x8958faa9ab4246bd!8m2!3d15.4995386!4d73.8271152!16s%2Fg%2F11b6npj5g1!19sChIJuUNfKInAvzsRvUZCq6n6WIk?authuser=0&hl=en&rclk=1,Godinho Bar and Restaurant,4.2,804,
https://www.google.com/maps/place/Clube+Nacional+Restaurant/data=!4m7!3m6!1s0x3bbfc08e645c34e5:0xbfe47fc46f3e8ae7!8m2!3d15.5003309!4d73.828949!16s%2Fg%2F124t1z1xc!19sChIJ5TRcZI7AvzsR54o-b8R_5L8?authuser=0&hl=en&rclk=1,Clube Nacional Restaurant,4.4,253,
"https://www.google.com/maps/place/Miri+%7C+Global+Fusion+Dining+%7C+Miramar,+Panjim/data=!4m7!3m6!1s0x3bbfc1f028696e4d:0x689bc50ce1e5443f!8m2!3d15.4846455!4d73.8126164!16s%2Fg%2F11rvjkc7sf!19sChIJTW5pKPDBvzsRP0Tl4QzFm2g?authuser=0&hl=en&rclk=1","Miri | Global Fusion Dining | Miramar, Panjim",4.6,962,
https://www.google.com/maps/place/Kokum+Curry+Panjim/data=!4m7!3m6!1s0x3bbfc15f15051d03:0xc9368443c175c9cc!8m2!3d15.4997319!4d73.8278928!16s%2Fg%2F11tsxl4rx0!19sChIJAx0FFV_BvzsRzMl1wUOENsk?authuser=0&hl=en&rclk=1,Kokum Curry Panjim,4.4,771,
https://www.google.com/maps/place/Terttulia+Goa/data=!4m7!3m6!1s0x3bbfc18367ad64db:0x8b4245e1358e652!8m2!3d15.4864533!4d73.811671!16s%2Fg%2F11k4s09gn9!19sChIJ22StZ4PBvzsRUuZYE14ktAg?authuser=0&hl=en&rclk=1,Terttulia Goa,4.4,587,
"https://www.google.com/maps/place/Soul+Curry,+Panjim/data=!4m7!3m6!1s0x3bbfc10a4bdd037d:0x5f84991ae859bd2e!8m2!3d15.4951398!4d73.8197874!16s%2Fg%2F11rz978000!19sChIJfQPdSwrBvzsRLr1Z6BqZhF8?authuser=0&hl=en&rclk=1","Soul Curry, Panjim",4.8,2446,
https://www.google.com/maps/place/Kailash+Parbat-+Pure+Vegetarian+Restaurant/data=!4m7!3m6!1s0x3bbfc08e645c34e5:0x453d79ad03658d4b!8m2!3d15.4978396!4d73.8259661!16s%2Fg%2F1tdsh6rm!19sChIJ5TRcZI7AvzsRS41lA615PUU?authuser=0&hl=en&rclk=1,Kailash Parbat- Pure Vegetarian Restaurant,4.6,4453,
https://www.google.com/maps/place/Saib+Traditionally+Goan+Multi-Cuisine+Bar+%26+Restaurant/data=!4m7!3m6!1s0x3bbfc088e74b840b:0x3462ed8527235ccc!8m2!3d15.5001084!4d73.8310619!16s%2Fg%2F11c1ly2lff!19sChIJC4RL54jAvzsRzFwjJ4XtYjQ?authuser=0&hl=en&rclk=1,Saib Traditionally Goan Multi-Cuisine Bar & Restaurant,3.7,133,
https://www.google.com/maps/place/Tinge+-+Coastal+Cuisines/data=!4m7!3m6!1s0x3bbfc1f33b673e19:0x9d59bf3f0949d2f7!8m2!3d15.4983552!4d73.8235594!16s%2Fg%2F11ghftj_4j!19sChIJGT5nO_PBvzsR99JJCT-_WZ0?authuser=0&hl=en&rclk=1,Tinge - Coastal Cuisines,4.3,417,
https://www.google.com/maps/place/Taste+of+Goa/data=!4m7!3m6!1s0x3bbfc1f6c3a5f11f:0xb87456c0fa582bcd!8m2!3d15.5077586!4d73.8082817!16s%2Fg%2F11k69b4xd7!19sChIJH_Glw_bBvzsRzStY-sBWdLg?authuser=0&hl=en&rclk=1,Taste of Goa,4.9,374,
https://www.google.com/maps/place/Sheetal+Udupi+Pure+Veg+Restaurant/data=!4m7!3m6!1s0x3bbfc08c1d95be53:0xbe541c3a557414c5!8m2!3d15.4981282!4d73.8242778!16s%2Fg%2F11f3jwnp58!19sChIJU76VHYzAvzsRxRR0VTocVL4?authuser=0&hl=en&rclk=1,Sheetal Udupi Pure Veg Restaurant,4.2,2781,
https://www.google.com/maps/place/The+Grillers+Goa/data=!4m7!3m6!1s0x3bbfe95d8070dedf:0xb626e5c15c8372ad!8m2!3d15.4973659!4d73.831664!16s%2Fg%2F11g_x0f1ts!19sChIJ395wgF3pvzsRrXKDXMHlJrY?authuser=0&hl=en&rclk=1,The Grillers Goa,4.6,574,
https://www.google.com/maps/place/Navaratna+Udupi+Pure+Veg+Restaurant+Panjim/data=!4m7!3m6!1s0x3bbfc19ba3e2fa55:0x711ea4329e7a2598!8m2!3d15.499036!4d73.8228394!16s%2Fg%2F11s4x2w785!19sChIJVfrio5vBvzsRmCV6njKkHnE?authuser=0&hl=en&rclk=1,Navaratna Udupi Pure Veg Restaurant Panjim,4.3,578,
https://www.google.com/maps/place/Vinanti+Restaurant+%26+Bar/data=!4m7!3m6!1s0x3bbfc08e645c34e5:0x2af45da3ec122460!8m2!3d15.5008732!4d73.8280056!16s%2Fg%2F1trcdwf_!19sChIJ5TRcZI7AvzsRYCQS7KNd9Co?authuser=0&hl=en&rclk=1,Vinanti Restaurant & Bar,4.2,1256,
https://www.google.com/maps/place/Navtara+Veg+Restaurant/data=!4m7!3m6!1s0x3bbfc08bf3ef35f5:0xde2cf6f89202f328!8m2!3d15.4994671!4d73.8231022!16s%2Fg%2F1tfgbpbq!19sChIJ9TXv84vAvzsRKPMCkvj2LN4?authuser=0&hl=en&rclk=1,Navtara Veg Restaurant,4.2,11444,
https://www.google.com/maps/place/MASAK+by+Tato%27s/data=!4m7!3m6!1s0x3bbfc09b543a44a9:0x67a3ebc51be8bb2b!8m2!3d15.4938077!4d73.8359673!16s%2Fg%2F124ybk1cp!19sChIJqUQ6VJvAvzsRK7voG8Xro2c?authuser=0&hl=en&rclk=1,MASAK by Tato's,4.2,1852,
https://www.google.com/maps/place/Copperleaf+Panaji/data=!4m7!3m6!1s0x3bbfc15cd949a9db:0xc2e4c0481ac167fb!8m2!3d15.4821284!4d73.8200714!16s%2Fg%2F11rfpfp01h!19sChIJ26lJ2VzBvzsR-2fBGkjA5MI?authuser=0&hl=en&rclk=1,Copperleaf Panaji,4.6,3138,
https://www.google.com/maps/place/Gypsy+Baba+-+The+Grill+House/data=!4m7!3m6!1s0x3bbfc159cb9e5593:0xcc6daf3fc18c02b4!8m2!3d15.5186873!4d73.8005992!16s%2Fg%2F11h7_p04m1!19sChIJk1Wey1nBvzsRtAKMwT-vbcw?authuser=0&hl=en&rclk=1,Gypsy Baba - The Grill House,4.6,710,
https://www.google.com/maps/place/Segundo+Bairro+Goan+Restaurant+and+Bar/data=!4m7!3m6!1s0x3bbfbfc7058b4aeb:0xb3889835fccdab!8m2!3d15.4610834!4d73.811715!16s%2Fg%2F11spr0_c09!19sChIJ60qLBce_vzsRq838NZiIswA?authuser=0&hl=en&rclk=1,Segundo Bairro Goan Restaurant and Bar,4.7,536,
https://www.google.com/maps/place/Vinod+Restaurant/data=!4m7!3m6!1s0x3bbfc08429c551d9:0xecee4613609b60b3!8m2!3d15.4993046!4d73.8336772!16s%2Fg%2F11b6j4ls63!19sChIJ2VHFKYTAvzsRs2CbYBNG7uw?authuser=0&hl=en&rclk=1,Vinod Restaurant,4.8,53,
https://www.google.com/maps/place/Tamosho....A+Tona+-+Bar+and+Restaurant/data=!4m7!3m6!1s0x3bbfc0613aa69d2f:0x92c3abebb8c05e48!8m2!3d15.509214!4d73.8222211!16s%2Fg%2F12hmgnspc!19sChIJL52mOmHAvzsRSF7AuOurw5I?authuser=0&hl=en&rclk=1,Tamosho....A Tona - Bar and Restaurant,3.9,34,
https://www.google.com/maps/place/Sanyog+Veg+Restaurant/data=!4m10!3m9!1s0x3bbfc08932623151:0xd71e487dab2fe0db!5m2!4m1!1i2!8m2!3d15.4991851!4d73.8264219!16s%2Fg%2F11bws8q6j2!19sChIJUTFiMonAvzsR2-Avq31IHtc?authuser=0&hl=en&rclk=1,Sanyog Veg Restaurant,4.0,2499,
https://www.google.com/maps/place/Rajat+Hotel/data=!4m7!3m6!1s0x3bbfc035fa5631a5:0xc3bb7e95a80c792d!8m2!3d15.5259395!4d73.8001557!16s%2Fg%2F11b6ggx8_n!19sChIJpTFW-jXAvzsRLXkMqJV-u8M?authuser=0&hl=en&rclk=1,Rajat Hotel,4.5,26,
https://www.google.com/maps/place/Legacy+of+Bombay+pure+veg+restaurant/data=!4m7!3m6!1s0x3bbfc08ea2eba1d3:0x326b1068e3894288!8m2!3d15.4971532!4d73.8247458!16s%2Fg%2F11bw2hpfxq!19sChIJ06Hroo7AvzsRiEKJ42gQazI?authuser=0&hl=en&rclk=1,Legacy of Bombay pure veg restaurant,4.1,1091,
https://www.google.com/maps/place/Sharda+Classic+Panaji/data=!4m7!3m6!1s0x3bbfc0893481fd71:0x9622632d12ef156e!8m2!3d15.4992742!4d73.8261043!16s%2Fg%2F11bwyf54hd!19sChIJcf2BNInAvzsRbhXvEi1jIpY?authuser=0&hl=en&rclk=1,Sharda Classic Panaji,4.2,2404,
https://www.google.com/maps/place/The+Foody+Goans/data=!4m7!3m6!1s0x3bbfbf7cab86956d:0xc0d93774b07cef27!8m2!3d15.4934809!4d73.8191558!16s%2Fg%2F11h2qm_44p!19sChIJbZWGq3y_vzsRJ-98sHQ32cA?authuser=0&hl=en&rclk=1,The Foody Goans,4.5,134,
https://www.google.com/maps/place/MALLU+REPUBLIC/data=!4m7!3m6!1s0x3bbfc1f554edfae1:0xc74591a4eea99530!8m2!3d15.4855074!4d73.8208691!16s%2Fg%2F11rd5j5ctb!19sChIJ4frtVPXBvzsRMJWp7qSRRcc?authuser=0&hl=en&rclk=1,MALLU REPUBLIC,4.2,1241,
https://www.google.com/maps/place/BOMBIL+RESTAURANT/data=!4m7!3m6!1s0x3bbfc185e7d16c63:0x60d4e5cfa504d27c!8m2!3d15.4940118!4d73.8188503!16s%2Fg%2F11h1dnrcx8!19sChIJY2zR54XBvzsRfNIEpc_l1GA?authuser=0&hl=en&rclk=1,BOMBIL RESTAURANT,4.5,2200,
https://www.google.com/maps/place/BAR+51/data=!4m7!3m6!1s0x3bbfc17543ba9ed5:0x84735cb251e9394a!8m2!3d15.499622!4d73.829421!16s%2Fg%2F11mr22mgmz!19sChIJ1Z66Q3XBvzsRSjnpUbJcc4Q?authuser=0&hl=en&rclk=1,BAR 51,4.4,253,
https://www.google.com/maps/place/MAMA+MIA+FAST+FOOD+AND+RESTAURANT/data=!4m7!3m6!1s0x3bbfc15d33a32529:0x650f4126f4726da7!8m2!3d15.507638!4d73.8312184!16s%2Fg%2F11tsls7z99!19sChIJKSWjM13BvzsRp21y9CZBD2U?authuser=0&hl=en&rclk=1,MAMA MIA FAST FOOD AND RESTAURANT,4.5,6,
https://www.google.com/maps/place/Manisha%27s+Home+Food/data=!4m7!3m6!1s0x3bbfc1d3e3a929f1:0xfbab98425a00a292!8m2!3d15.5402857!4d73.7897459!16s%2Fg%2F11b6d068sl!19sChIJ8Smp49PBvzsRkqIAWkKYq_s?authuser=0&hl=en&rclk=1,Manisha's Home Food,4.3,91,
https://www.google.com/maps/place/Cafe+Ashwini/data=!4m7!3m6!1s0x3bbfc0ecb3262045:0x8f6385a0a2638af6!8m2!3d15.4874529!4d73.8180647!16s%2Fg%2F11b6nlnpvt!19sChIJRSAms-zAvzsR9opjoqCFY48?authuser=0&hl=en&rclk=1,Cafe Ashwini,4.3,1312,
https://www.google.com/maps/place/Poie+hub/data=!4m7!3m6!1s0x3bbfc100635433e5:0x173a0e2207f9bae3!8m2!3d15.5066401!4d73.8295384!16s%2Fg%2F11y9pwf3k3!19sChIJ5TNUYwDBvzsR47r5ByIOOhc?authuser=0&hl=en&rclk=1,Poie hub,4.9,16,
https://www.google.com/maps/place/Sai+Krupa+Hotel+And+Lodging/data=!4m7!3m6!1s0x3bbfc0628a9930d5:0x32bf9f0e4bccf062!8m2!3d15.5060504!4d73.8271698!16s%2Fg%2F11c2pbp4nx!19sChIJ1TCZimLAvzsRYvDMSw6fvzI?authuser=0&hl=en&rclk=1,Sai Krupa Hotel And Lodging,3.7,27,
https://www.google.com/maps/place/COOL+INN+BAR+AND+RESTAURANT/data=!4m7!3m6!1s0x3bbfc10cb5dd5601:0x5f4edb8479488913!8m2!3d15.5061146!4d73.8254261!16s%2Fg%2F11l1cbfv0_!19sChIJAVbdtQzBvzsRE4lIeYTbTl8?authuser=0&hl=en&rclk=1,COOL INN BAR AND RESTAURANT,5.0,2,
https://www.google.com/maps/place/Sunshine+restaurant.31.goa/data=!4m7!3m6!1s0x3bbfc15daca673f1:0xe488a7de4a7f73b0!8m2!3d15.4977306!4d73.8312931!16s%2Fg%2F124syvpw3!19sChIJ8XOmrF3BvzsRsHN_St6niOQ?authuser=0&hl=en&rclk=1,Sunshine restaurant.31.goa,4.4,62,
https://www.google.com/maps/place/Rego%27s+food+palace/data=!4m7!3m6!1s0x3bbfc084803dd9c7:0x101a3cdf06eac628!8m2!3d15.4967097!4d73.8360641!16s%2Fg%2F11c37q386j!19sChIJx9k9gITAvzsRKMbqBt88GhA?authuser=0&hl=en&rclk=1,Rego's food palace,3.7,668,
https://www.google.com/maps/place/Rashdeep+Restaurant/data=!4m7!3m6!1s0x3bbfc08955f72ccb:0xecb79976e94f177b!8m2!3d15.4991321!4d73.8243049!16s%2Fg%2F11b6hw3rk6!19sChIJyyz3VYnAvzsRexdP6XaZt-w?authuser=0&hl=en&rclk=1,Rashdeep Restaurant,4.3,54,
https://www.google.com/maps/place/Giri+Bar+and+Restaurant/data=!4m7!3m6!1s0x3bbfc08e925cefbd:0xdbb70dcaee4d6c08!8m2!3d15.4968704!4d73.8255233!16s%2Fg%2F11b6p1z2ks!19sChIJve9cko7AvzsRCGxN7soNt9s?authuser=0&hl=en&rclk=1,Giri Bar and Restaurant,4.0,95,
