Name,Star,Number,AREA,URL,Score
Hotel Kinara,3.8,961,GOA,https://www.google.com/maps/place/Hotel+Kinara/data=!4m7!3m6!1s0x3bbfb3d434d72011:0xfe3f31d57e4fbba9!8m2!3d15.2858678!4d73.9783941!16s%2Fg%2F11bz0mhdvg!19sChIJESDXNNSzvzsRqbtPftUxP_4?authuser=0&hl=en&rclk=1,3651.8
Nandan Pure Veg Restaurant,3.9,930,GOA,https://www.google.com/maps/place/Nandan+Pure+Veg+Restaurant/data=!4m7!3m6!1s0x3bbfc08f234453a1:0x12f6eee3c656404d!8m2!3d15.4978769!4d73.8277233!16s%2Fg%2F11g69_f125!19sChIJoVNEI4_AvzsRTUBWxuPu9hI?authuser=0&hl=en&rclk=1,3627
Hotel Sarovar,3.9,921,GOA,https://www.google.com/maps/place/Hotel+Sarovar/data=!4m7!3m6!1s0x3bbfc08d73452d63:0xf7639466d78d57a8!8m2!3d15.4942!4d73.8208617!16s%2Fg%2F124st1qkx!19sChIJYy1Fc43AvzsRqFeN12aUY_c?authuser=0&hl=en&rclk=1,3591.9
Spice House,3.8,941,GOA,https://www.google.com/maps/place/Spice+House/data=!4m7!3m6!1s0x3bbfc07effffffff:0xcd268212860d1241!8m2!3d15.529892!4d73.825106!16s%2Fg%2F11rv1k2gzh!19sChIJ_____37AvzsRQRINhhKCJs0?authuser=0&hl=en&rclk=1,3575.8
Hotel Shagun,4.1,870,GOA,https://www.google.com/maps/place/Hotel+Shagun/data=!4m7!3m6!1s0x3bbfb3c1145486f1:0x46561c4ac219d5a4!8m2!3d15.2704216!4d73.9608038!16s%2Fg%2F1thw559b!19sChIJ8YZUFMGzvzsRpNUZwkocVkY?authuser=0&hl=en&rclk=1,3567
Cafe Bappa,4.2,838,GOA,https://www.google.com/maps/place/Cafe+Bappa/data=!4m7!3m6!1s0x3bbfc06163d36ff3:0xb10c6ef7b402f496!8m2!3d15.508374!4d73.82407!16s%2Fg%2F11clsfy21l!19sChIJ82_TY2HAvzsRlvQCtPduDLE?authuser=0&hl=en&rclk=1,3519.6
Kashi Dairy veg restaurant,3.8,926,GOA,https://www.google.com/maps/place/Kashi+Dairy+veg+restaurant/data=!4m7!3m6!1s0x3bbfc7bbca65a1d9:0xf8c471bf38b245bc!8m2!3d15.396844!4d73.809291!16s%2Fg%2F124t4jpz1!19sChIJ2aFlyrvHvzsRvEWyOL9xxPg?authuser=0&hl=en&rclk=1,3518.8
Udupi Sukhsagar pure veg family A/C restaurant,3.8,924,GOA,https://www.google.com/maps/place/Udupi+Sukhsagar+pure+veg+family+A%2FC+restaurant/data=!4m7!3m6!1s0x3bbfb9b8d0e730c5:0x8dcc25b8897dbcff!8m2!3d15.3879547!4d73.8617782!16s%2Fg%2F11n5hqfg6l!19sChIJxTDn0Li5vzsR_7x9ibglzI0?authuser=0&hl=en&rclk=1,3511.2
Sumaya Goan authentic cuisine,4.2,835,GOA,https://www.google.com/maps/place/Sumaya+Goan+authentic+cuisine/data=!4m7!3m6!1s0x3bbe455244a60501:0xa61ed52e2d345e3a!8m2!3d15.0104721!4d74.0263755!16s%2Fg%2F11bw66kj77!19sChIJAQWmRFJFvjsROl40LS7VHqY?authuser=0&hl=en&rclk=1,3507
Avocado Garden Restaurant And Bar,4.3,813,GOA,https://www.google.com/maps/place/Avocado+Garden+Restaurant+And+Bar/data=!4m7!3m6!1s0x3bbe455297e562c7:0xd7c638155ae600da!8m2!3d15.0094861!4d74.0286193!16s%2Fg%2F11g6r249nz!19sChIJx2Lll1JFvjsR2gDmWhU4xtc?authuser=0&hl=en&rclk=1,3495.9
THE STONE HOUSE GOA .,4.1,850,GOA,https://www.google.com/maps/place/THE+STONE+HOUSE+GOA+./data=!4m7!3m6!1s0x3bbfc196811e3e91:0x45537adf2b54f8fd!8m2!3d15.5077169!4d73.7700693!16s%2Fg%2F11rxdsdmy!19sChIJkT4egZbBvzsR_fhUK996U0U?authuser=0&hl=en&rclk=1,3485
Shivam Family Restaurant,4.1,843,GOA,https://www.google.com/maps/place/Shivam+Family+Restaurant/data=!4m7!3m6!1s0x3bbfb1aea244fd9d:0x7c92cbaa6de0136a!8m2!3d15.2897857!4d73.9699237!16s%2Fg%2F11gl0gcst7!19sChIJnf1Eoq6xvzsRahPgbarLknw?authuser=0&hl=en&rclk=1,3456.3
Hotel Anandashram,4.2,818,GOA,https://www.google.com/maps/place/Hotel+Anandashram/data=!4m7!3m6!1s0x3bbfc0860b1b1e95:0xb5dcf479a66ae19d!8m2!3d15.4995547!4d73.8314969!16s%2Fg%2F124yjk1np!19sChIJlR4bC4bAvzsRneFqpnn03LU?authuser=0&hl=en&rclk=1,3435.6
Cafe Tato since 1913 (Patto),4.4,778,GOA,https://www.google.com/maps/place/Cafe+Tato+since+1913+%28Patto%29/data=!4m7!3m6!1s0x3bbfc100a767e173:0x9d09b4f0dbda0e7a!8m2!3d15.4937495!4d73.8358558!16s%2Fg%2F11rj3r29sy!19sChIJc-FnpwDBvzsReg7a2_C0CZ0?authuser=0&hl=en&rclk=1,3423.2
THE OLIVE'S MULTI CUISINE AC RESTAURANT & FOOD DELIVERY AVAILABLE,4.8,712,GOA,https://www.google.com/maps/place/THE+OLIVE%27S+MULTI+CUISINE+AC+RESTAURANT+%26+FOOD+DELIVERY+AVAILABLE/data=!4m7!3m6!1s0x3bbe5b50fc5c1811:0x779bc11957c95c65!8m2!3d15.0103759!4d74.0264865!16s%2Fg%2F11y24hgkcy!19sChIJERhc_FBbvjsRZVzJVxnBm3c?authuser=0&hl=en&rclk=1,3417.6
Shiv Sai thali house palolem beach Road Palolem Beach canacona goa.,4.2,810,GOA,https://www.google.com/maps/place/Shiv+Sai+thali+house+palolem+beach+Road+Palolem+Beach+canacona+goa./data=!4m7!3m6!1s0x3bbe45524bd84acd:0xeba93520f5378395!8m2!3d15.0117468!4d74.024864!16s%2Fg%2F1hf49kfkw!19sChIJzUrYS1JFvjsRlYM39SA1qes?authuser=0&hl=en&rclk=1,3402
Kokum Curry Panjim,4.4,771,GOA,https://www.google.com/maps/place/Kokum+Curry+Panjim/data=!4m7!3m6!1s0x3bbfc15f15051d03:0xc9368443c175c9cc!8m2!3d15.4997319!4d73.8278928!16s%2Fg%2F11tsxl4rx0!19sChIJAx0FFV_BvzsRzMl1wUOENsk?authuser=0&hl=en&rclk=1,3392.4
Antique Mardol Ponje,4.1,827,GOA,https://www.google.com/maps/place/Antique+Mardol+Ponje/data=!4m7!3m6!1s0x3bbfc12f7746c3b9:0x11909eda532bfc3d!8m2!3d15.4966424!4d73.8354173!16s%2Fg%2F11q4c76s0c!19sChIJucNGdy_BvzsRPfwrU9qekBE?authuser=0&hl=en&rclk=1,3390.7
Vhodekar Restaurant & Bar,3.8,892,GOA,https://www.google.com/maps/place/Vhodekar+Restaurant+%26+Bar/data=!4m7!3m6!1s0x3bbfeb2c9b6454ad:0x66537b0efc35828f!8m2!3d15.6112536!4d73.8273284!16s%2Fg%2F11pv33xgps!19sChIJrVRkmyzrvzsRj4I1_A57U2Y?authuser=0&hl=en&rclk=1,3389.6
Kinara executive,4.1,824,GOA,https://www.google.com/maps/place/Kinara+executive/data=!4m7!3m6!1s0x3bbfb386462cb945:0x3e5b0279d5ec53c0!8m2!3d15.2863413!4d73.980155!16s%2Fg%2F11fn6sv0lr!19sChIJRbksRoazvzsRwFPs1XkCWz4?authuser=0&hl=en&rclk=1,3378.4
Godinho Bar and Restaurant,4.2,804,GOA,https://www.google.com/maps/place/Godinho+Bar+and+Restaurant/data=!4m7!3m6!1s0x3bbfc089285f43b9:0x8958faa9ab4246bd!8m2!3d15.4995386!4d73.8271152!16s%2Fg%2F11b6npj5g1!19sChIJuUNfKInAvzsRvUZCq6n6WIk?authuser=0&hl=en&rclk=1,3376.8
Bob Marley Beach Shack,4.2,790,GOA,https://www.google.com/maps/place/Bob+Marley+Beach+Shack/data=!4m7!3m6!1s0x3bbfc190bb511129:0xab3c898a5bbdd46!8m2!3d15.5120569!4d73.764521!16s%2Fg%2F11bx55g5d7!19sChIJKRFRu5DBvzsRRt27pZjIswo?authuser=0&hl=en&rclk=1,3318
Gypsy Baba - The Grill House,4.6,710,GOA,https://www.google.com/maps/place/Gypsy+Baba+-+The+Grill+House/data=!4m7!3m6!1s0x3bbfc159cb9e5593:0xcc6daf3fc18c02b4!8m2!3d15.5186873!4d73.8005992!16s%2Fg%2F11h7_p04m1!19sChIJk1Wey1nBvzsRtAKMwT-vbcw?authuser=0&hl=en&rclk=1,3266
Martin's Place,4.5,723,GOA,https://www.google.com/maps/place/Martin%27s+Place/data=!4m7!3m6!1s0x3bbfb3004ddf7ea5:0xd1828dbf9804e793!8m2!3d15.2410567!4d73.9807362!16s%2Fg%2F11cs9yqn5_!19sChIJpX7fTQCzvzsRk-cEmL-NgtE?authuser=0&hl=en&rclk=1,3253.5
Kinara,4,812,GOA,https://www.google.com/maps/place/Kinara/data=!4m7!3m6!1s0x3bbe4cbb353a24fb:0x5466e06a9f2eb06d!8m2!3d15.1802892!4d73.9477801!16s%2Fg%2F11c6057rgv!19sChIJ-yQ6NbtMvjsRbbAun2rgZlQ?authuser=0&hl=en&rclk=1,3248
BEAR BULL BEACH BAR PALOLEM GOA,4.8,675,GOA,https://www.google.com/maps/place/BEAR+BULL+BEACH+BAR+PALOLEM+GOA/data=!4m7!3m6!1s0x3bbe5bd2eb42b533:0xfbd6ac2f7e5281ec!8m2!3d15.0050499!4d74.0270897!16s%2Fg%2F11wc7wn4cc!19sChIJM7VC69JbvjsR7IFSfi-s1vs?authuser=0&hl=en&rclk=1,3240
Flames Restaurant,4.4,734,GOA,https://www.google.com/maps/place/Flames+Restaurant/data=!4m7!3m6!1s0x3bbfad90a94733ff:0xd38643e809533ca4!8m2!3d15.26!4d74.0472222!16s%2Fg%2F1tj31knk!19sChIJ_zNHqZCtvzsRpDxTCehDhtM?authuser=0&hl=en&rclk=1,3229.6
Preeti Udupi Restaurant,3.6,885,GOA,https://www.google.com/maps/place/Preeti+Udupi+Restaurant/data=!4m7!3m6!1s0x3bbfb3cea7884be5:0x5a7f32dc6ececeb3!8m2!3d15.2724358!4d73.97711!16s%2Fg%2F124ygpsy5!19sChIJ5UuIp86zvzsRs87Obtwyf1o?authuser=0&hl=en&rclk=1,3186
Greenyard Restaurant & Bar,4,796,GOA,https://www.google.com/maps/place/Greenyard+Restaurant+%26+Bar/data=!4m7!3m6!1s0x3bbfbe8ca185aac7:0xa98abe083f4e06e5!8m2!3d15.504914!4d73.913944!16s%2Fg%2F11b7q1jlsg!19sChIJx6qFoYy-vzsR5QZOPwi-iqk?authuser=0&hl=en&rclk=1,3184
SHREE GANESH PURE VEG RESTAURANT,4,793,GOA,https://www.google.com/maps/place/SHREE+GANESH+PURE+VEG+RESTAURANT/data=!4m7!3m6!1s0x3bbe4553c317cf43:0x8fc52a30aedd4f2b!8m2!3d15.0124935!4d74.0243276!16s%2Fg%2F11b6zqdjb2!19sChIJQ88Xw1NFvjsRK0_drjAqxY8?authuser=0&hl=en&rclk=1,3172
Moksha restaurant,4.6,684,GOA,https://www.google.com/maps/place/Moksha+restaurant/data=!4m7!3m6!1s0x3bbfc174062d33f3:0xf599f1fb6883c786!8m2!3d15.5246651!4d73.826833!16s%2Fg%2F11nxvcy67r!19sChIJ8zMtBnTBvzsRhseDaPvxmfU?authuser=0&hl=en&rclk=1,3146.4
Goan Classic Family Restaurant and Bar,4.7,664,GOA,https://www.google.com/maps/place/Goan+Classic+Family+Restaurant+and+Bar/data=!4m7!3m6!1s0x3bbfbf2be271c7d5:0xfd0eae4be980dbdf!8m2!3d15.5017694!4d73.9148844!16s%2Fg%2F11l6w55_d3!19sChIJ1cdx4iu_vzsR39uA6UuuDv0?authuser=0&hl=en&rclk=1,3120.8
Pine Tree Beach Shack,4.4,709,GOA,https://www.google.com/maps/place/Pine+Tree+Beach+Shack/data=!4m7!3m6!1s0x3bbfc1ee1510ac2d:0x1f815bd75877608!8m2!3d15.529622!4d73.7597563!16s%2Fg%2F11c0q_5kb1!19sChIJLawQFe7BvzsRCHaHdb0V-AE?authuser=0&hl=en&rclk=1,3119.6
Isla Margarita,4.6,676,GOA,https://www.google.com/maps/place/Isla+Margarita/data=!4m7!3m6!1s0x3bbe4d2bd0224607:0xcaaaaf2dcf8b8250!8m2!3d15.181562!4d73.9652739!16s%2Fg%2F11j8gdfqq0!19sChIJB0Yi0CtNvjsRUIKLzy2vqso?authuser=0&hl=en&rclk=1,3109.6
Bobby's Shack,4.1,753,GOA,https://www.google.com/maps/place/Bobby%27s+Shack/data=!4m7!3m6!1s0x3bbfc19655555555:0xd5fd717c72af9c82!8m2!3d15.5176989!4d73.7629627!16s%2Fg%2F11h10jgxy!19sChIJVVVVVZbBvzsRgpyvcnxx_dU?authuser=0&hl=en&rclk=1,3087.3
"Vishal's Goan Food,",4.6,671,GOA,"https://www.google.com/maps/place/Vishal%27s+Goan+Food,/data=!4m7!3m6!1s0x3bbfc1948ad0a655:0x1ca352c472f7a73a!8m2!3d15.5173338!4d73.7715629!16s%2Fg%2F11c1xhzrn3!19sChIJVabQipTBvzsROqf3csRSoxw?authuser=0&hl=en&rclk=1",3086.6
Hotel Sahibin,4,768,GOA,https://www.google.com/maps/place/Hotel+Sahibin/data=!4m7!3m6!1s0x3bbfb3cc1a26a0a5:0xd3ae13de2953fa00!8m2!3d15.2726212!4d73.9778209!16s%2Fg%2F11b6bqzk7f!19sChIJpaAmGsyzvzsRAPpTKd4TrtM?authuser=0&hl=en&rclk=1,3072
Aditya Food Court,3.6,849,GOA,https://www.google.com/maps/place/Aditya+Food+Court/data=!4m7!3m6!1s0x3bbfb0bae3c953b3:0xea9a67c8f6443641!8m2!3d15.3643802!4d73.9504779!16s%2Fg%2F1ptw2rtr1!19sChIJs1PJ47qwvzsRQTZE9shnmuo?authuser=0&hl=en&rclk=1,3056.4
Palácio do Deão,4.4,694,GOA,https://www.google.com/maps/place/Pal%C3%A1cio+do+De%C3%A3o/data=!4m7!3m6!1s0x3bbfad28fb1d96d9:0xa7d77cdad5d393c8!8m2!3d15.2135835!4d74.0736286!16s%2Fg%2F1tdvn5kc!19sChIJ2ZYd-yitvzsRyJPT1dp816c?authuser=0&hl=en&rclk=1,3053.6
Kala Bahia,4.3,710,GOA,https://www.google.com/maps/place/Kala+Bahia/data=!4m7!3m6!1s0x3bbe454ac4e4af31:0x4663da1aa0afda93!8m2!3d15.0020341!4d74.0281279!16s%2Fg%2F11c20s_2c4!19sChIJMa_kxEpFvjsRk9qvoBraY0Y?authuser=0&hl=en&rclk=1,3053
Casa Jaali,4.5,671,GOA,https://www.google.com/maps/place/Casa+Jaali/data=!4m10!3m9!1s0x3bbe45a10c59080b:0xe13c78d063e7f1f6!5m2!4m1!1i2!8m2!3d14.9991868!4d74.0288123!16s%2Fg%2F11mv14y44x!19sChIJCwhZDKFFvjsR9vHnY9B4POE?authuser=0&hl=en&rclk=1,3019.5
Kutumbh Multicuisine Restaurant & Bar,4.3,700,GOA,https://www.google.com/maps/place/Kutumbh+Multicuisine+Restaurant+%26+Bar/data=!4m7!3m6!1s0x3bbfc1e8fe8e7c45:0x31becbe4e740ccfd!8m2!3d15.496558!4d73.8267776!16s%2Fg%2F11k6th8690!19sChIJRXyO_ujBvzsR_cxA5-TLvjE?authuser=0&hl=en&rclk=1,3010
Low & Slow,4.6,654,GOA,https://www.google.com/maps/place/Low+%26+Slow/data=!4m7!3m6!1s0x3bbfb90ff6b35d01:0x90fb79e26b2cd866!8m2!3d15.4421519!4d73.8819296!16s%2Fg%2F11kkcv_c4t!19sChIJAV2z9g-5vzsRZtgsa-J5-5A?authuser=0&hl=en&rclk=1,3008.4
Valley View,3.9,768,GOA,https://www.google.com/maps/place/Valley+View/data=!4m7!3m6!1s0x3bbe4d717fd3bc45:0x15608cff640f2a75!8m2!3d15.1633775!4d74.0123735!16s%2Fg%2F11bx1svf6x!19sChIJRbzTf3FNvjsRdSoPZP-MYBU?authuser=0&hl=en&rclk=1,2995.2
