Name,Star,Number,AREA,URL,Score
O Coqueiro,4.2,2716,GOA,https://www.google.com/maps/place/O+Coqueiro/data=!4m7!3m6!1s0x3bbfeca855555555:0x1ef47959f1bd4fce!8m2!3d15.531895!4d73.82484!16s%2Fg%2F1tddqmzv!19sChIJVVVVVajsvzsRzk-98Vl59B4?authuser=0&hl=en&rclk=1,11407.2
Mike's Place,4.3,2635,GOA,https://www.google.com/maps/place/Mike%27s+Place/data=!4m10!3m9!1s0x3bbe4ca28539f491:0x5e1ece9ce2961de1!5m2!4m1!1i2!8m2!3d15.1740539!4d73.9460355!16s%2Fg%2F11byxg60bw!19sChIJkfQ5haJMvjsR4R2W4pzOHl4?authuser=0&hl=en&rclk=1,11330.5
Cota Cozinha,4.6,2415,GOA,https://www.google.com/maps/place/Cota+Cozinha/data=!4m7!3m6!1s0x3bbfb7bf770576eb:0x62bd76bae1cba1!8m2!3d15.3010663!4d73.9257763!16s%2Fg%2F11h07kg4bj!19sChIJ63YFd7-3vzsRocvhuna9YgA?authuser=0&hl=en&rclk=1,11109
Cafe Bodega,4.3,2523,GOA,https://www.google.com/maps/place/Cafe+Bodega/data=!4m7!3m6!1s0x3bbfc0ebd6f25af5:0x609a9ee9d0675df4!8m2!3d15.493881!4d73.8275781!16s%2Fg%2F1q6d3590v!19sChIJ9Vry1uvAvzsR9F1n0OmemmA?authuser=0&hl=en&rclk=1,10848.9
Amarela,4.3,2459,GOA,https://www.google.com/maps/place/Amarela/data=!4m7!3m6!1s0x3bbe4d746ace5313:0x867aee9f08b7c18!8m2!3d15.1809324!4d73.966392!16s%2Fg%2F11h0g_4pq_!19sChIJE1POanRNvjsRGHyL8OmuZwg?authuser=0&hl=en&rclk=1,10573.7
Shivers Garden Bar & Restaurant Goa,4.6,2294,GOA,https://www.google.com/maps/place/Shivers+Garden+Bar+%26+Restaurant+Goa/data=!4m7!3m6!1s0x3bbfc1a1d0cfabab:0x6145a079cbbdbf4d!8m2!3d15.50396!4d73.7717029!16s%2Fg%2F1hhvzb18r!19sChIJq6vP0KHBvzsRTb-9y3mgRWE?authuser=0&hl=en&rclk=1,10552.4
Al Akbar Restaurant,3.8,2766,GOA,https://www.google.com/maps/place/Al+Akbar+Restaurant/data=!4m7!3m6!1s0x3bbfb3bf90a032b5:0xab9571bccd0cb437!8m2!3d15.2638363!4d73.9616866!16s%2Fg%2F11bywknf0k!19sChIJtTKgkL-zvzsRN7QMzbxxlas?authuser=0&hl=en&rclk=1,10510.8
Anoshka Family Restaurant,4,2595,GOA,https://www.google.com/maps/place/Anoshka+Family+Restaurant/data=!4m7!3m6!1s0x3bbfb04d565b8def:0xa400a61e64ac7df8!8m2!3d15.3358213!4d73.9949791!16s%2Fg%2F1hjh2129w!19sChIJ741bVk2wvzsR-H2sZB6mAKQ?authuser=0&hl=en&rclk=1,10380
Robin's Ark,4.3,2371,GOA,https://www.google.com/maps/place/Robin%27s+Ark/data=!4m7!3m6!1s0x3bbe4ca263e089d9:0x435c42d6fdf0adfe!8m2!3d15.1737916!4d73.9445874!16s%2Fg%2F11cn07t6f3!19sChIJ2YngY6JMvjsR_q3w_dZCXEM?authuser=0&hl=en&rclk=1,10195.3
Pepper's,4.2,2417,GOA,https://www.google.com/maps/place/Pepper%27s/data=!4m7!3m6!1s0x3bbfb3c391c5f13b:0x72e0c72ecf34cd7e!8m2!3d15.272603!4d73.964541!16s%2Fg%2F1tk_mqs3!19sChIJO_HFkcOzvzsRfs00zy7H4HI?authuser=0&hl=en&rclk=1,10151.4
Sharda Classic Panaji,4.2,2404,GOA,https://www.google.com/maps/place/Sharda+Classic+Panaji/data=!4m7!3m6!1s0x3bbfc0893481fd71:0x9622632d12ef156e!8m2!3d15.4992742!4d73.8261043!16s%2Fg%2F11bwyf54hd!19sChIJcf2BNInAvzsRbhXvEi1jIpY?authuser=0&hl=en&rclk=1,10096.8
Sanyog Veg Restaurant,4,2499,GOA,https://www.google.com/maps/place/Sanyog+Veg+Restaurant/data=!4m10!3m9!1s0x3bbfc08932623151:0xd71e487dab2fe0db!5m2!4m1!1i2!8m2!3d15.4991851!4d73.8264219!16s%2Fg%2F11bws8q6j2!19sChIJUTFiMonAvzsR2-Avq31IHtc?authuser=0&hl=en&rclk=1,9996
Ratnasagar Family Restaurant & Bar,4,2498,GOA,https://www.google.com/maps/place/Ratnasagar+Family+Restaurant+%26+Bar/data=!4m7!3m6!1s0x3bbfbef2f85f81cb:0x3b1e10473e01f7da!8m2!3d15.501841!4d73.9097185!16s%2Fg%2F11b6r_23f_!19sChIJy4Ff-PK-vzsR2vcBPkcQHjs?authuser=0&hl=en&rclk=1,9992
UDUPI Pure Veg Restaurant,3.8,2617,GOA,https://www.google.com/maps/place/UDUPI+Pure+Veg+Restaurant/data=!4m7!3m6!1s0x3bbfbe91b23896fb:0x922a88b3ed1596a2!8m2!3d15.4982199!4d73.9209786!16s%2Fg%2F11csq486mn!19sChIJ-5Y4spG-vzsRopYV7bOIKpI?authuser=0&hl=en&rclk=1,9944.6
BOMBIL RESTAURANT,4.5,2200,GOA,https://www.google.com/maps/place/BOMBIL+RESTAURANT/data=!4m7!3m6!1s0x3bbfc185e7d16c63:0x60d4e5cfa504d27c!8m2!3d15.4940118!4d73.8188503!16s%2Fg%2F11h1dnrcx8!19sChIJY2zR54XBvzsRfNIEpc_l1GA?authuser=0&hl=en&rclk=1,9900
Eater's Den,4.4,2242,GOA,https://www.google.com/maps/place/Eater%27s+Den/data=!4m7!3m6!1s0x3bbfc7a58c9976b5:0x7d705ca6967ca153!8m2!3d15.3966373!4d73.8115326!16s%2Fg%2F11mqxfz4fb!19sChIJtXaZjKXHvzsRU6F8lqZccH0?authuser=0&hl=en&rclk=1,9864.8
Cafe Jazz,4.2,2339,GOA,https://www.google.com/maps/place/Cafe+Jazz/data=!4m7!3m6!1s0x3bbfc196f534e177:0x40c466408d60d818!8m2!3d15.5159807!4d73.7682876!16s%2Fg%2F11c5952zsg!19sChIJd-E09ZbBvzsRGNhgjUBmxEA?authuser=0&hl=en&rclk=1,9823.8
Wok & Roll Restaurant,4.5,2162,GOA,https://www.google.com/maps/place/Wok+%26+Roll+Restaurant/data=!4m7!3m6!1s0x3bbfc10a2c436651:0xb1719bd25de3f6d2!8m2!3d15.4982847!4d73.7768616!16s%2Fg%2F11b6g9gxfv!19sChIJUWZDLArBvzsR0vbjXdKbcbE?authuser=0&hl=en&rclk=1,9729
Yazu – Pan Asian Beach Club,4.6,2102,GOA,https://www.google.com/maps/place/Yazu+%E2%80%93+Pan+Asian+Beach+Club/data=!4m7!3m6!1s0x3bbfc168c050f053:0xafc580125d4bdd5a!8m2!3d15.5050497!4d73.7670976!16s%2Fg%2F11fs0gbcmj!19sChIJU_BQwGjBvzsRWt1LXRKAxa8?authuser=0&hl=en&rclk=1,9669.2
The Bigg Mouth Bar & Restaurant Goa,4.8,2012,GOA,https://www.google.com/maps/place/The+Bigg+Mouth+Bar+%26+Restaurant+Goa/data=!4m7!3m6!1s0x3bbfc198ece76659:0x308589c8c48d7a56!8m2!3d15.5081201!4d73.7697217!16s%2Fg%2F11c5_vrgpt!19sChIJWWbn7JjBvzsRVnqNxMiJhTA?authuser=0&hl=en&rclk=1,9657.6
Dropadi Bar And Restaurant,4.1,2345,GOA,https://www.google.com/maps/place/Dropadi+Bar+And+Restaurant/data=!4m7!3m6!1s0x3bbe455106eac805:0x552125593933985c!8m2!3d15.0115032!4d74.0216035!16s%2Fg%2F1s049576s!19sChIJBcjqBlFFvjsRXJgzOVklIVU?authuser=0&hl=en&rclk=1,9614.5
Girish Ranche Ghar,4,2398,GOA,https://www.google.com/maps/place/Girish+Ranche+Ghar/data=!4m7!3m6!1s0x3bbfb3de92d3590b:0x12f5523ffddab928!8m2!3d15.2833572!4d73.9630401!16s%2Fg%2F11b70kqzl6!19sChIJC1nTkt6zvzsRKLna_T9S9RI?authuser=0&hl=en&rclk=1,9592
Claudi's Corner,4.2,2250,GOA,https://www.google.com/maps/place/Claudi%27s+Corner/data=!4m7!3m6!1s0x3bbfc7fd9b000001:0xb261ef481469421!8m2!3d15.3714205!4d73.8371039!16s%2Fg%2F124s_1ddl!19sChIJAQAAm_3HvzsRIZRGgfQeJgs?authuser=0&hl=en&rclk=1,9450
Caravela Cafe And Bistro,4.6,2017,GOA,https://www.google.com/maps/place/Caravela+Cafe+And+Bistro/data=!4m7!3m6!1s0x3bbfc13fdbd0562f:0x54e0753c081bd98!8m2!3d15.5199994!4d73.7675721!16s%2Fg%2F11qpt92xb0!19sChIJL1bQ2z_BvzsRmL2BwFMHTgU?authuser=0&hl=en&rclk=1,9278.2
The Temptation Vasco - 24x7 Complete Food Shop,4,2299,GOA,https://www.google.com/maps/place/The+Temptation+Vasco+-+24x7+Complete+Food+Shop/data=!4m7!3m6!1s0x3bbfc7bbeb2dd0ad:0x3a31330a0dde2048!8m2!3d15.3970581!4d73.811439!16s%2Fg%2F1tk_h4lz!19sChIJrdAt67vHvzsRSCDeDQozMTo?authuser=0&hl=en&rclk=1,9196
The Queeny,3.4,2690,GOA,https://www.google.com/maps/place/The+Queeny/data=!4m10!3m9!1s0x3bbfc78e78e89d55:0x1515c77788a3bfb8!5m2!4m1!1i2!8m2!3d15.3718589!4d73.8933164!16s%2Fg%2F1hc51yt2j!19sChIJVZ3oeI7HvzsRuL-jiHfHFRU?authuser=0&hl=en&rclk=1,9146
AJ's,4.5,2022,GOA,https://www.google.com/maps/place/AJ%27s/data=!4m7!3m6!1s0x3bbfb40440160ecf:0x96d3d07c045162ea!8m2!3d15.290654!4d73.9673115!16s%2Fg%2F1hc1p0cvj!19sChIJzw4WQAS0vzsR6mJRBHzQ05Y?authuser=0&hl=en&rclk=1,9099
Casa Bhonsle Restaurant and Bar,4.2,2127,GOA,https://www.google.com/maps/place/Casa+Bhonsle+Restaurant+and+Bar/data=!4m7!3m6!1s0x3bbfc088d9d7fc0d:0xd17bb15a7593c335!8m2!3d15.4995786!4d73.8274605!16s%2Fg%2F11bwqbmyjl!19sChIJDfzX2YjAvzsRNcOTdVqxe9E?authuser=0&hl=en&rclk=1,8933.4
GENE’s - Restaurant By The Riverside,4.2,2121,GOA,https://www.google.com/maps/place/GENE%E2%80%99s+-+Restaurant+By+The+Riverside/data=!4m7!3m6!1s0x3bbfbf0ed23531ed:0x1f348a5a867c7cb5!8m2!3d15.5021784!4d73.8736637!16s%2Fg%2F1thtn115!19sChIJ7TE10g6_vzsRtXx8hlqKNB8?authuser=0&hl=en&rclk=1,8908.2
The HQ,4.1,2100,GOA,https://www.google.com/maps/place/The+HQ/data=!4m10!3m9!1s0x3bbfc790dc6c78fd:0x92648c77ec394871!5m2!4m1!1i2!8m2!3d15.3974209!4d73.8128812!16s%2Fg%2F1wk6y6gg!19sChIJ_Xhs3JDHvzsRcUg57HeMZJI?authuser=0&hl=en&rclk=1,8610
Workshop Restaurant,4.5,1901,GOA,https://www.google.com/maps/place/Workshop+Restaurant/data=!4m7!3m6!1s0x3bbfc0623b7c6537:0x1ae616ecadb98e4!8m2!3d15.5106266!4d73.8348024!16s%2Fg%2F11fz9cf5qw!19sChIJN2V8O2LAvzsR5Jjbym5hrgE?authuser=0&hl=en&rclk=1,8554.5
Vaddo 15,4.4,1911,GOA,https://www.google.com/maps/place/Vaddo+15/data=!4m10!3m9!1s0x3bbfc1309d73b08f:0x73413c198719405f!5m2!4m1!1i2!8m2!3d15.5181961!4d73.7675812!16s%2Fg%2F11spqxt776!19sChIJj7BznTDBvzsRX0AZhxk8QXM?authuser=0&hl=en&rclk=1,8408.4
Route 66,4.3,1932,GOA,https://www.google.com/maps/place/Route+66/data=!4m7!3m6!1s0x3bbfc085c8e65c2d:0x81055e8279866ac9!8m2!3d15.497781!4d73.8321936!16s%2Fg%2F11b6hm049y!19sChIJLVzmyIXAvzsRyWqGeYJeBYE?authuser=0&hl=en&rclk=1,8307.6
Seamen's Nest,4.3,1884,GOA,https://www.google.com/maps/place/Seamen%27s+Nest/data=!4m7!3m6!1s0x3bbe4cc6ceb81d65:0x451ca0f4da295087!8m2!3d15.1800719!4d73.9632202!16s%2Fg%2F11bc7mdm3q!19sChIJZR24zsZMvjsRh1Ap2vSgHEU?authuser=0&hl=en&rclk=1,8101.2
Aunty Maria,4.1,1971,GOA,https://www.google.com/maps/place/Aunty+Maria/data=!4m7!3m6!1s0x3bbfc08e9906ac5d:0xeb2eb2692da9318e!8m2!3d15.4972056!4d73.8248365!16s%2Fg%2F124t0xllh!19sChIJXawGmY7AvzsRjjGpLWmyLus?authuser=0&hl=en&rclk=1,8081.1
Cafe Chocolatti,4.4,1831,GOA,https://www.google.com/maps/place/Cafe+Chocolatti/data=!4m7!3m6!1s0x3bbfc19837a82951:0x81a7e571a6225d7c!8m2!3d15.5104342!4d73.7690422!16s%2Fg%2F11xg72ckj!19sChIJUSmoN5jBvzsRfF0ipnHlp4E?authuser=0&hl=en&rclk=1,8056.4
The Kitchen On Top,4.4,1790,GOA,https://www.google.com/maps/place/The+Kitchen+On+Top/data=!4m7!3m6!1s0x3bbfb13e0dd152e9:0xcb605d2d2db5b5bc!8m2!3d15.297384!4d73.9727842!16s%2Fg%2F11gwh6cyxf!19sChIJ6VLRDT6xvzsRvLW1LS1dYMs?authuser=0&hl=en&rclk=1,7876
MASAK by Tato's,4.2,1852,GOA,https://www.google.com/maps/place/MASAK+by+Tato%27s/data=!4m7!3m6!1s0x3bbfc09b543a44a9:0x67a3ebc51be8bb2b!8m2!3d15.4938077!4d73.8359673!16s%2Fg%2F124ybk1cp!19sChIJqUQ6VJvAvzsRK7voG8Xro2c?authuser=0&hl=en&rclk=1,7778.4
Blue Moon Family Restaurant & Bar,4.3,1798,GOA,https://www.google.com/maps/place/Blue+Moon+Family+Restaurant+%26+Bar/data=!4m7!3m6!1s0x3bbf95801082e4c9:0x88172e917835cdf4!8m2!3d15.5927831!4d73.8802135!16s%2Fg%2F11g0zwx35q!19sChIJyeSCEICVvzsR9M01eJEuF4g?authuser=0&hl=en&rclk=1,7731.4
Goans Paradise Bar & Family Restaurant,3.9,1975,GOA,https://www.google.com/maps/place/Goans+Paradise+Bar+%26+Family+Restaurant/data=!4m7!3m6!1s0x3bbfb12dc10cd20f:0xe8e7f4d477737132!8m2!3d15.3210037!4d73.941278!16s%2Fg%2F11cjj0f7yr!19sChIJD9IMwS2xvzsRMnFzd9T05-g?authuser=0&hl=en&rclk=1,7702.5
O' cuzinero,4.5,1684,GOA,https://www.google.com/maps/place/O%27+cuzinero/data=!4m7!3m6!1s0x3bbfad802d33bbf3:0xad77776bc7df7135!8m2!3d15.2479092!4d74.0329111!16s%2Fg%2F11cspbc_sy!19sChIJ87szLYCtvzsRNXHfx2t3d60?authuser=0&hl=en&rclk=1,7578
"Highway K'tchen, Dabolim - Dine In & Take-Away",3.9,1943,GOA,"https://www.google.com/maps/place/Highway+K%27tchen,+Dabolim+-+Dine+In+%26+Take-Away/data=!4m7!3m6!1s0x3bbfb80bd61d138d:0xd31bd9536978c2e6!8m2!3d15.3870455!4d73.8455878!16s%2Fg%2F11ggb4hd2w!19sChIJjRMd1gu4vzsR5sJ4aVPZG9M?authuser=0&hl=en&rclk=1",7577.7
Tomatoes Beachside Restaurant,4.1,1836,GOA,https://www.google.com/maps/place/Tomatoes+Beachside+Restaurant/data=!4m7!3m6!1s0x3bbfc1b5384e777d:0x1f3845a00c80a5d3!8m2!3d15.518605!4d73.7635783!16s%2Fg%2F11fr6t9kk4!19sChIJfXdOOLXBvzsR06WADKBFOB8?authuser=0&hl=en&rclk=1,7527.6
Aangan Restaurant,4.6,1626,GOA,https://www.google.com/maps/place/Aangan+Restaurant/data=!4m7!3m6!1s0x3bbfc1f4c92bd443:0xf867e67227058521!8m2!3d15.4875901!4d73.8315886!16s%2Fg%2F11tslp1p3w!19sChIJQ9QryfTBvzsRIYUFJ3LmZ_g?authuser=0&hl=en&rclk=1,7479.6
Dandeys Grill house,4.2,1772,GOA,https://www.google.com/maps/place/Dandeys+Grill+house/data=!4m7!3m6!1s0x3bbfc02162b75123:0x28a83e9c0cdd95f4!8m2!3d15.543872!4d73.8147793!16s%2Fg%2F1tp25qsh!19sChIJI1G3YiHAvzsR9JXdDJw-qCg?authuser=0&hl=en&rclk=1,7442.4
Evergreen Restaurant 1975,4.8,1531,GOA,https://www.google.com/maps/place/Evergreen+Restaurant+1975/data=!4m7!3m6!1s0x3bbfc1565997a8d7:0x12557f5f0c414ebf!8m2!3d15.4969757!4d73.8275606!16s%2Fg%2F11q3_pmvhd!19sChIJ16iXWVbBvzsRv05BDF9_VRI?authuser=0&hl=en&rclk=1,7348.8
Art Resort Goa,4.4,1655,GOA,https://www.google.com/maps/place/Art+Resort+Goa/data=!4m10!3m9!1s0x3bbe454c52d0013b:0xb394692c4dd05f91!5m2!4m1!1i2!8m2!3d15.0065511!4d74.0268311!16s%2Fg%2F11_t9gzn1!19sChIJOwHQUkxFvjsRkV_QTSxplLM?authuser=0&hl=en&rclk=1,7282
Confeitaria 31 De Janeiro,4.3,1689,GOA,https://www.google.com/maps/place/Confeitaria+31+De+Janeiro/data=!4m7!3m6!1s0x3bbfc08e645c34e5:0xec6b4ef037661d7c!8m2!3d15.4974278!4d73.8311807!16s%2Fg%2F1thvfcwg!19sChIJ5TRcZI7AvzsRfB1mN_BOa-w?authuser=0&hl=en&rclk=1,7262.7
Ocean View The Apartment Hotel,3.8,1895,GOA,https://www.google.com/maps/place/Ocean+View+The+Apartment+Hotel/data=!4m10!3m9!1s0x3bbfb82ac26be705:0xb41538a268406226!5m2!4m1!1i2!8m2!3d15.3724456!4d73.8898194!16s%2Fg%2F11c5grgjpz!19sChIJBedrwiq4vzsRJmJAaKI4FbQ?authuser=0&hl=en&rclk=1,7201
Cafe Ritz Restaurant & Bar,4.3,1668,GOA,https://www.google.com/maps/place/Cafe+Ritz+Restaurant+%26+Bar/data=!4m7!3m6!1s0x3bbfc1908cdedae5:0x939b22a8d0fb3ad4!8m2!3d15.5000833!4d73.827824!16s%2Fg%2F11c1389gqd!19sChIJ5drejJDBvzsR1Dr70Kgim5M?authuser=0&hl=en&rclk=1,7172.4
Goa's Ark Restaurant,4.4,1613,GOA,https://www.google.com/maps/place/Goa%27s+Ark+Restaurant/data=!4m7!3m6!1s0x3bbfe988f581f759:0x2318e95e3d5d282d!8m2!3d15.5839346!4d73.7482354!16s%2Fg%2F11bxg8kbjp!19sChIJWfeB9YjpvzsRLShdPV7pGCM?authuser=0&hl=en&rclk=1,7097.2
Cafe Tato,4.1,1728,GOA,https://www.google.com/maps/place/Cafe+Tato/data=!4m7!3m6!1s0x3bbfb3e822cfefc9:0xd3502fa76a9179a0!8m2!3d15.2744538!4d73.95883!16s%2Fg%2F1tgckrgm!19sChIJye_PIuizvzsRoHmRaqcvUNM?authuser=0&hl=en&rclk=1,7084.8
Kalika Bar & Restaurant,4,1712,GOA,https://www.google.com/maps/place/Kalika+Bar+%26+Restaurant/data=!4m7!3m6!1s0x3bbfb3e9c143a8a7:0x1674f6b72eaa226d!8m2!3d15.2848534!4d73.9774873!16s%2Fg%2F1tcz6s5c!19sChIJp6hDwemzvzsRbSKqLrf2dBY?authuser=0&hl=en&rclk=1,6848
Shalimar Restaurant,3.7,1844,GOA,https://www.google.com/maps/place/Shalimar+Restaurant/data=!4m7!3m6!1s0x3bbfc08c343cdf4b:0x434311f635b0b0b2!8m2!3d15.4962415!4d73.8230697!16s%2Fg%2F124t3x24z!19sChIJS988NIzAvzsRsrCwNfYRQ0M?authuser=0&hl=en&rclk=1,6822.8
"Longuinhos Bar, Restaurant & Confectioners",3.9,1738,GOA,"https://www.google.com/maps/place/Longuinhos+Bar,+Restaurant+%26+Confectioners/data=!4m7!3m6!1s0x3bbfb3e9beb28dbb:0x4435e81e7ce67c4e!8m2!3d15.2720109!4d73.9576113!16s%2Fg%2F1tfmlv74!19sChIJu42yvumzvzsRTnzmfB7oNUQ?authuser=0&hl=en&rclk=1",6778.2
Domino's Pizza,3.8,1776,GOA,https://www.google.com/maps/place/Domino%27s+Pizza/data=!4m7!3m6!1s0x3bbfc797d5a1dc63:0x34dc3e7d71daedc9!8m2!3d15.3992099!4d73.8185012!16s%2Fg%2F11b6gpq57l!19sChIJY9yh1ZfHvzsRye3acX0-3DQ?authuser=0&hl=en&rclk=1,6748.8
Cherry Tomato,4.2,1589,GOA,https://www.google.com/maps/place/Cherry+Tomato/data=!4m7!3m6!1s0x3bbfb404197e20eb:0x3995e1ded9255646!8m2!3d15.2782134!4d73.9610744!16s%2Fg%2F12qftbspg!19sChIJ6yB-GQS0vzsRRlYl2d7hlTk?authuser=0&hl=en&rclk=1,6673.8
Bibhitaki Vegan & Vegetarian Cafe,4.6,1412,GOA,https://www.google.com/maps/place/Bibhitaki+Vegan+%26+Vegetarian+Cafe/data=!4m10!3m9!1s0x3bbe5b65401096af:0xe85b202e6c887289!5m2!4m1!1i2!8m2!3d15.0079142!4d74.0297585!16s%2Fg%2F11j0j2gq4j!19sChIJr5YQQGVbvjsRiXKIbC4gW-g?authuser=0&hl=en&rclk=1,6495.2
Tataki - Immersive Asian Dining,4.5,1440,GOA,https://www.google.com/maps/place/Tataki+-+Immersive+Asian+Dining/data=!4m7!3m6!1s0x3bbfc104135de7eb:0x89ae21078eef4c12!8m2!3d15.499132!4d73.83343!16s%2Fg%2F11fkr06pys!19sChIJ6-ddEwTBvzsREkzvjgchrok?authuser=0&hl=en&rclk=1,6480
Hotel Maruti Wadakombada,3.8,1702,GOA,https://www.google.com/maps/place/Hotel+Maruti+Wadakombada/data=!4m7!3m6!1s0x3bbfc06cf00b2287:0x7e858c0848dc2311!8m2!3d15.525155!4d73.82657!16s%2Fg%2F11b6j8x6cr!19sChIJhyIL8GzAvzsRESPcSAiMhX4?authuser=0&hl=en&rclk=1,6467.6
Saiba bar and restaurant(evening beautiful),4.3,1486,GOA,https://www.google.com/maps/place/Saiba+bar+and+restaurant%28evening+beautiful%29/data=!4m7!3m6!1s0x3bbfeb16a5ec3915:0x19b13303693a9bab!8m2!3d15.61133!4d73.813167!16s%2Fg%2F11b6d29n16!19sChIJFTnspRbrvzsRq5s6aQMzsRk?authuser=0&hl=en&rclk=1,6389.8
Vasco Square Restaurant,4,1578,GOA,https://www.google.com/maps/place/Vasco+Square+Restaurant/data=!4m7!3m6!1s0x3bbfc7bc5b1e6203:0xd23ff8a8a1418d5e!8m2!3d15.3985048!4d73.8145165!16s%2Fg%2F11b6q87lp6!19sChIJA2IeW7zHvzsRXo1Boaj4P9I?authuser=0&hl=en&rclk=1,6312
Fatima Bar & Restaurant,4.4,1434,GOA,https://www.google.com/maps/place/Fatima+Bar+%26+Restaurant/data=!4m10!3m9!1s0x3bbe4f993d6ca9c7:0xc7e9cbb8bd185081!5m2!4m1!1i2!8m2!3d15.0365118!4d73.9902904!16s%2Fg%2F11h1mtps4!19sChIJx6lsPZlPvjsRgVAYvbjL6cc?authuser=0&hl=en&rclk=1,6309.6
Antique Mardol Restaurant,4,1573,GOA,https://www.google.com/maps/place/Antique+Mardol+Restaurant/data=!4m7!3m6!1s0x3bbfb718a9022be1:0xaf8b68ce49fc654a!8m2!3d15.3738995!4d73.9260713!16s%2Fg%2F11h07vz7wh!19sChIJ4SsCqRi3vzsRSmX8Sc5oi68?authuser=0&hl=en&rclk=1,6292
VEG DARBAR (family restaurant),4.4,1427,GOA,https://www.google.com/maps/place/VEG+DARBAR+%28family+restaurant%29/data=!4m7!3m6!1s0x3bbfc1017ab3821d:0x993a723915512006!8m2!3d15.5077292!4d73.7699141!16s%2Fg%2F11pqzmcrqp!19sChIJHYKzegHBvzsRBiBRFTlyOpk?authuser=0&hl=en&rclk=1,6278.8
Sai Krupa Family Restaurant & Bar,4.3,1444,GOA,https://www.google.com/maps/place/Sai+Krupa+Family+Restaurant+%26+Bar/data=!4m7!3m6!1s0x3bbfc01628fc1601:0xea5df102c8bd5f76!8m2!3d15.5352173!4d73.8189696!16s%2Fg%2F11fylstqxg!19sChIJARb8KBbAvzsRdl-9yALxXeo?authuser=0&hl=en&rclk=1,6209.2
"Pizza Hut | Porvorim, Goa",4.2,1470,GOA,"https://www.google.com/maps/place/Pizza+Hut+%7C+Porvorim,+Goa/data=!4m7!3m6!1s0x3bbfc18504673e35:0x69c8060a870ac554!8m2!3d15.5317341!4d73.8240454!16s%2Fg%2F11ff0w0x0g!19sChIJNT5nBIXBvzsRVMUKhwoGyGk?authuser=0&hl=en&rclk=1",6174
Indian Oven,4.1,1499,GOA,https://www.google.com/maps/place/Indian+Oven/data=!4m7!3m6!1s0x3bbfc1985869e82b:0xf0bd81aff638cc14!8m2!3d15.5090551!4d73.7694051!16s%2Fg%2F11h19dc8g!19sChIJK-hpWJjBvzsRFMw49q-BvfA?authuser=0&hl=en&rclk=1,6145.9
Cafe soopoo,4.5,1355,GOA,https://www.google.com/maps/place/Cafe+soopoo/data=!4m7!3m6!1s0x3bbfb9ad643a94af:0xf740a9403d2f8963!8m2!3d15.4395097!4d73.9018003!16s%2Fg%2F11h0rftrwz!19sChIJr5Q6ZK25vzsRY4kvPUCpQPc?authuser=0&hl=en&rclk=1,6097.5
KFC,4,1520,GOA,https://www.google.com/maps/place/KFC/data=!4m7!3m6!1s0x3bbfc06d1c3287d5:0x3162bf238b590125!8m2!3d15.525715!4d73.8274192!16s%2Fg%2F11fy8_n2jp!19sChIJ1YcyHG3AvzsRJQFZiyO_YjE?authuser=0&hl=en&rclk=1,6080
Joecons Beach Shack,4.2,1422,GOA,https://www.google.com/maps/place/Joecons+Beach+Shack/data=!4m7!3m6!1s0x3bbfb4649a4e493d:0x2872844a45eea149!8m2!3d15.2455819!4d73.9224911!16s%2Fg%2F11hbvwvm6k!19sChIJPUlOmmS0vzsRSaHuRUqEcig?authuser=0&hl=en&rclk=1,5972.4
1930 Vasco,4.1,1435,GOA,https://www.google.com/maps/place/1930+Vasco/data=!4m7!3m6!1s0x3bbfc7bc0ccea897:0xe99fc990322ef9ae!8m2!3d15.3970725!4d73.8129321!16s%2Fg%2F11fxy2cv0q!19sChIJl6jODLzHvzsRrvkuMpDJn-k?authuser=0&hl=en&rclk=1,5883.5
Kanha Pure Veg Family Restaurant,4.8,1216,GOA,https://www.google.com/maps/place/Kanha+Pure+Veg+Family+Restaurant/data=!4m7!3m6!1s0x3bbfc1efa22e04cd:0xb034e8e9fe41f211!8m2!3d15.5124889!4d73.7682946!16s%2Fg%2F11td3vnfrc!19sChIJzQQuou_BvzsREfJB_unoNLA?authuser=0&hl=en&rclk=1,5836.8
The Camron Restaurant,4.5,1292,GOA,https://www.google.com/maps/place/The+Camron+Restaurant/data=!4m7!3m6!1s0x3bbfb6eaa9413b91:0x2955e92ec324cf7a!8m2!3d15.3065833!4d73.912258!16s%2Fg%2F11cfhghfp!19sChIJkTtBqeq2vzsRes8kwy7pVSk?authuser=0&hl=en&rclk=1,5814
Meera Bai 100% Pure Veg Family Restaurant,4.8,1210,GOA,https://www.google.com/maps/place/Meera+Bai+100%25+Pure+Veg+Family+Restaurant/data=!4m7!3m6!1s0x3bbfc1f7ea12bd67:0xdf2dcb7ec4acafc0!8m2!3d15.5329409!4d73.7645334!16s%2Fg%2F11w925501f!19sChIJZ70S6vfBvzsRwK-sxH7LLd8?authuser=0&hl=en&rclk=1,5808
Kuttikar Bar And Restaurant,4.3,1348,GOA,https://www.google.com/maps/place/Kuttikar+Bar+And+Restaurant/data=!4m7!3m6!1s0x3bbfbee2d3e0af2b:0x61396dc10524d75a!8m2!3d15.4975106!4d73.8911844!16s%2Fg%2F11cmsbh_y8!19sChIJK6_g0-K-vzsRWtckBcFtOWE?authuser=0&hl=en&rclk=1,5796.4
