Name,Star,Number,AREA,URL,Score
Hotel Sahibin,4,768,Naval Base Verem,https://www.google.com/maps/search/Hotel+Sahibin+Naval+Base+Verem,3072
Adarsh Bar & Restaurant,3.8,806,Bicholim,https://www.google.com/maps/search/Adarsh+Bar+%26+Restaurant+Bicholim,3062.8
Abhiksha Palace,3.9,783,Tisk (Ponda),https://www.google.com/maps/search/Abhiksha+Palace+Tisk+%28Ponda%29,3053.7
Mapusa Residency,3.6,847,Mapusa,https://www.google.com/maps/search/Mapusa+Residency+Mapusa,3049.2
Azule Ocean Front,4,748,Arambol,https://www.google.com/maps/search/Azule+Ocean+Front+Arambol,2992
Hotel Z Square,3.5,845,Vasco da Gama,https://www.google.com/maps/search/Hotel+Z+Square+Vasco+da+Gama,2957.5
Taste of Goa Family Restaurant,4,729,Tisk (Ponda),https://www.google.com/maps/search/Taste+of+Goa+Family+Restaurant+Tisk+%28Ponda%29,2916
MATSYA Restaurant,4,727,Mapusa,https://www.google.com/maps/search/MATSYA+Restaurant+Mapusa,2908
Bombay Coffee Roasters,4.2,689,Caranzalem,https://www.google.com/maps/search/Bombay+Coffee+Roasters+Caranzalem,2893.8
Smokin' Joe's,3.9,733,Caranzalem,https://www.google.com/maps/search/Smokin%27+Joe%27s+Caranzalem,2858.7
