URL,Name,Star,Number,AREA,Score
https://www.google.com/maps/place/The+Lazy+Goose/data=!4m7!3m6!1s0x3bbfc1a5038c73eb:0x77aaefc15cce98f8!8m2!3d15.5101664!4d73.7803832!16s%2Fg%2F11fzf64n02!19sChIJ63OMA6XBvzsR-JjOXMHvqnc?authuser=0&hl=en&rclk=1,The Lazy Goose,4.4,4247,Goa University,18686.8
https://www.google.com/maps/place/Sheela+Restaurant+%26+Bar/data=!4m7!3m6!1s0x3bbfb869d90c3799:0xfcaf4ddfb312bb40!8m2!3d15.4015133!4d73.8655167!16s%2Fg%2F12613xrk2!19sChIJmTcM2Wm4vzsRQLsSs99Nr_w?authuser=0&hl=en&rclk=1,Sheela Restaurant & Bar,4.0,4664,Chicalim,18656.0
https://www.google.com/maps/place/Cafe+Cotinga/data=!4m7!3m6!1s0x3bbfe987716c0cc9:0x63e416ccaea4bd78!8m2!3d15.5886909!4d73.7647869!16s%2Fg%2F12lkc41rf!19sChIJyQxscYfpvzsReL2krswW5GM?authuser=0&hl=en&rclk=1,Cafe Cotinga,4.5,4124,Anjuna,18558.0
https://www.google.com/maps/place/Da+Tita+by+Magic+Italy+-+Authentic+Italian+Restaurant+%26+Pizzeria/data=!4m7!3m6!1s0x3bbe455117dc8f3d:0xa09c58c50409922!8m2!3d15.3088022!4d73.9263321!16s%2Fg%2F1hc5099d5!19sChIJPY_cF1FFvjsRIplAUIzFCQo?authuser=0&hl=en&rclk=1,Da Tita by Magic Italy - Authentic Italian Restaurant & Pizzeria,4.4,4195,Nuvem,18458.0
https://www.google.com/maps/place/La+Plage/data=!4m7!3m6!1s0x3bbfe94df70459d7:0x21ec79615d518dfd!8m2!3d15.6405736!4d73.718948!16s%2Fg%2F1hf22ffcz!19sChIJ11kE903pvzsR_Y1RXWF57CE?authuser=0&hl=en&rclk=1,La Plage,4.5,4073,Goa University,18328.5
https://www.google.com/maps/place/Bean+Me+Up/data=!4m10!3m9!1s0x3bbfe983f642d3df:0x4a6bf50d7db9738c!5m2!4m1!1i2!8m2!3d15.5961055!4d73.7482125!16s%2Fg%2F11r8sr1hh!19sChIJ39NC9oPpvzsRjHO5fQ31a0o?authuser=0&hl=en&rclk=1,Bean Me Up,4.4,4113,Anjuna,18097.2
https://www.google.com/maps/place/Sonic+Goa/data=!4m7!3m6!1s0x3bbfe984960cc97d:0x901d435cea3354bc!8m2!3d15.5822731!4d73.7377419!16s%2Fg%2F12q4qdy07!19sChIJfckMloTpvzsRvFQz6lxDHZA?authuser=0&hl=en&rclk=1,Sonic Goa,4.6,3910,Anjuna,17986.0
https://www.google.com/maps/place/Soro+-+The+village+pub/data=!4m7!3m6!1s0x3bbfebcf9279e469:0xe612e382f7f93219!8m2!3d15.6010422!4d73.7614077!16s%2Fg%2F11bxc3vb5n!19sChIJaeR5ks_rvzsRGTL594LjEuY?authuser=0&hl=en&rclk=1,Soro - The village pub,4.2,4239,Siolim,17803.8
https://www.google.com/maps/place/Olive+Bar+%26+Kitchen/data=!4m7!3m6!1s0x3bbfe965594819cd:0x59aa5ce57918cf6!8m2!3d15.5999851!4d73.7341613!16s%2Fg%2F11f636q3w1!19sChIJzRlIWWXpvzsR9oyRV86lmgU?authuser=0&hl=en&rclk=1,Olive Bar & Kitchen,4.3,3889,Anjuna,16722.7
https://www.google.com/maps/place/Tomato%27s+Garden+Kitchen+And+Bar/data=!4m7!3m6!1s0x3bbfc183437c8095:0x9718f891cb564bff!8m2!3d15.51838!4d73.7674431!16s%2Fg%2F11hz2dq8sd!19sChIJlYB8Q4PBvzsR_0tWy5H4GJc?authuser=0&hl=en&rclk=1,Tomato's Garden Kitchen And Bar,4.1,4063,Candolim,16658.3
https://www.google.com/maps/place/Mum%27s+Kitchen/data=!4m7!3m6!1s0x3bbfc0ec02fca9d3:0x4b20a0c64329fdf4!8m2!3d15.4871348!4d73.8128064!16s%2Fg%2F1tdl94tk!19sChIJ06n8AuzAvzsR9P0pQ8agIEs?authuser=0&hl=en&rclk=1,Mum's Kitchen,4.4,3696,Dona Paula,16262.4
https://www.google.com/maps/place/De+Candolim+Deck+Restaurant+%26+Bar/data=!4m7!3m6!1s0x3bbfc197bd251039:0xb25455d444132bb6!8m2!3d15.5133102!4d73.7683203!16s%2Fg%2F11b6jgjv2j!19sChIJORAlvZfBvzsRtisTRNRVVLI?authuser=0&hl=en&rclk=1,De Candolim Deck Restaurant & Bar,4.2,3607,Candolim,15149.4
https://www.google.com/maps/place/Romeo+Lane+Goa/data=!4m7!3m6!1s0x3bbfe95c4f5944fb:0xca67c53f7aed346f!8m2!3d15.5921896!4d73.7336952!16s%2Fg%2F11rkfnmbgy!19sChIJ-0RZT1zpvzsRbzTtej_FZ8o?authuser=0&hl=en&rclk=1,Romeo Lane Goa,3.9,3847,Anjuna,15003.3
https://www.google.com/maps/place/Kiki+-+By+the+sea/data=!4m7!3m6!1s0x3bbfebad5d664d13:0xb2f697b9f42180e8!8m2!3d15.6089413!4d73.7502373!16s%2Fg%2F11tgfnr04b!19sChIJE01mXa3rvzsR6IAh9LmX9rI?authuser=0&hl=en&rclk=1,Kiki - By the sea,4.2,3449,Siolim,14485.8
https://www.google.com/maps/place/Copperleaf+Panaji/data=!4m7!3m6!1s0x3bbfc15cd949a9db:0xc2e4c0481ac167fb!8m2!3d15.4821284!4d73.8200714!16s%2Fg%2F11rfpfp01h!19sChIJ26lJ2VzBvzsR-2fBGkjA5MI?authuser=0&hl=en&rclk=1,Copperleaf Panaji,4.6,3139,Goa University,14439.4
https://www.google.com/maps/place/Pisco+-+By+the+Beach/data=!4m7!3m6!1s0x3bbfe9f96eec659f:0x103b4f0ac1beb298!8m2!3d15.5717502!4d73.7417677!16s%2Fg%2F11pzbm4hxx!19sChIJn2XsbvnpvzsRmLK-wQpPOxA?authuser=0&hl=en&rclk=1,Pisco - By the Beach,4.6,3066,Anjuna,14103.6
https://www.google.com/maps/place/Shiva+Valley/data=!4m7!3m6!1s0x3bbfe98b7c216b77:0x8012c9d2839b6f7e!8m2!3d15.5689546!4d73.7420751!16s%2Fg%2F1tdkq7c9!19sChIJd2shfIvpvzsRfm-bg9LJEoA?authuser=0&hl=en&rclk=1,Shiva Valley,4.2,3211,Anjuna,13486.2
https://www.google.com/maps/place/The+Goan+Room/data=!4m7!3m6!1s0x3bbfc72cd984ded9:0xe9f5e597c6fc4fde!8m2!3d15.4566527!4d73.8033493!16s%2Fg%2F11cn9mt_9l!19sChIJ2d6E2SzHvzsR3k_8xpfl9ek?authuser=0&hl=en&rclk=1,The Goan Room,4.2,3173,Dona Paula,13326.6
https://www.google.com/maps/place/Fish+ka+Bar+%27n%27+Restaurant/data=!4m7!3m6!1s0x3bbfb75c4c0a4197:0xadbbd908e05be7fa!8m2!3d15.2989027!4d73.9189627!16s%2Fg%2F1tdyjnsj!19sChIJl0EKTFy3vzsR-udb4AjZu60?authuser=0&hl=en&rclk=1,Fish ka Bar 'n' Restaurant,4.2,3150,Majorda,13230.0
https://www.google.com/maps/place/Joet%27s+Bar+%26+Restaurant/data=!4m7!3m6!1s0x3bbfc7fc92cc1989:0x45e27b7e38893d3f!8m2!3d15.3708346!4d73.8325205!16s%2Fg%2F11byxf4_0p!19sChIJiRnMkvzHvzsRPz2JOH574kU?authuser=0&hl=en&rclk=1,Joet's Bar & Restaurant,4.1,3198,Chicalim,13111.8
https://www.google.com/maps/place/Guru+Bar/data=!4m7!3m6!1s0x3bbfe984e44efdcb:0xa39a9f3fe0492dc7!8m2!3d15.5805958!4d73.7380328!16s%2Fg%2F1tj7zdx7!19sChIJy_1O5ITpvzsRxy1J4D-fmqM?authuser=0&hl=en&rclk=1,Guru Bar,4.2,2979,Anjuna,12511.8
https://www.google.com/maps/place/Eva+Cafe/data=!4m7!3m6!1s0x3bbfe9850346f669:0x7cc3c1b5ac20db0a!8m2!3d15.5802417!4d73.7382778!16s%2Fg%2F11bywl4099!19sChIJafZGA4XpvzsRCtsgrLXBw3w?authuser=0&hl=en&rclk=1,Eva Cafe,4.1,3032,Anjuna,12431.2
https://www.google.com/maps/place/Trails+Of+Taste%28TOT%29%C2%AE+%F0%9F%94%A5+-+%E0%B0%86%E0%B0%82%E0%B0%A7%E0%B1%8D%E0%B0%B0%E0%B0%BE%2FAndhra+Restaurant/data=!4m7!3m6!1s0x3bbfe97f1bbff973:0xacf3920ede1741b0!8m2!3d15.5842103!4d73.7478659!16s%2Fg%2F11j95gkl_z!19sChIJc_m_G3_pvzsRsEEX3g6S86w?authuser=0&hl=en&rclk=1,Trails Of Taste(TOT)® 🔥 - ఆంధ్రా/Andhra Restaurant,4.6,2681,Anjuna,12332.6
https://www.google.com/maps/place/NOVA+Kitchen+%26+Bar+%28+Restaurant%29/data=!4m7!3m6!1s0x3bbfc190461f31c7:0xd75cfc1efdcdac20!8m2!3d15.5041356!4d73.7708769!16s%2Fg%2F11rvbm8d51!19sChIJxzEfRpDBvzsRIKzN_R78XNc?authuser=0&hl=en&rclk=1,NOVA Kitchen & Bar ( Restaurant),4.9,2409,Candolim,11804.1
https://www.google.com/maps/place/Inferno/data=!4m7!3m6!1s0x3bbfc193f58edeef:0xfd79a6860a865049!8m2!3d15.5182423!4d73.765368!16s%2Fg%2F11b6hptgmw!19sChIJ796O9ZPBvzsRSVCGCoamef0?authuser=0&hl=en&rclk=1,Inferno,4.2,2751,Candolim,11554.2
